molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL347206,Cc1nc(NCc2cccc(N3CCCCC3)c2)c2cc[nH]c2n1,2300.0,intermediate
CHEMBL436160,CO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O.O=C(O)C(F)(F)F,0.003,active
CHEMBL157215,Cc1nc2nccc-2c(NCCc2cccc(N(C)C)c2)[nH]1,55000.0,inactive
CHEMBL96712,CC(=O)N[C@@H]1[C@@H](O)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,2800.0,intermediate
CHEMBL2112153,CCCO[C@@H]1C[C@@]2(C(=O)O)CC[C@@]1(NC(C)=O)[C@@H](O)C2,660000.0,inactive
CHEMBL54758,CCCO[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,130.0,active
CHEMBL111893,CC1(C)C[C@@H](O)C[C@](C)(C/N=C(\S)c2cc(Cl)ccc2O)C1,1.0,active
CHEMBL324171,CC1(C)C[C@H](O)C[C@](C)(C/N=C(\S)c2ccccc2)C1,3.5,active
CHEMBL326526,COc1ccccc1/C(S)=N/C[C@@]1(C)C[C@H](O)CC(C)(C)C1,0.5,active
CHEMBL116096,CC1(C)C[C@H](O)C[C@](C)(C/N=C(\S)c2cccc(F)c2)C1,5.0,active
CHEMBL332273,Cc1cc(C)cc(/C(S)=N/C[C@@]2(C)C[C@H](O)CC(C)(C)C2)c1,0.52,active
CHEMBL111846,CC1(C)C[C@H](O)C[C@](C)(CNC(=O)c2ccccc2O)C1,0.15,active
CHEMBL115139,Cc1ccc(O)c(/C(S)=N/C[C@@]2(C)C[C@@H](O)CC(C)(C)C2)c1,0.16,active
CHEMBL116962,CC1(C)C[C@@H](O)C[C@](C)(C/N=C(\S)c2cccc([N+](=O)[O-])c2)C1,1.8,active
CHEMBL115094,CC1(C)C[C@@H](O)C[C@](C)(C/N=C(\S)c2cccc(F)c2)C1,0.19,active
CHEMBL324083,CC1(C)C[C@@H](O)C[C@](C)(C/N=C(\S)c2ccccc2)C1,0.15,active
CHEMBL112289,Cc1ccc(O)c(/C(S)=N/C[C@@]2(C)C[C@H](O)CC(C)(C)C2)c1,0.33,active
CHEMBL113776,Cc1cccc(/C(S)=N/C[C@@]2(C)C[C@@H](O)CC(C)(C)C2)c1,7.5,active
CHEMBL115270,CC1(C)C[C@@H](O)C[C@](C)(C/N=C(\S)c2cccc(Cl)c2)C1,0.047,active
CHEMBL114999,CC1(C)C[C@H](O)C[C@](C)(CNC(=O)c2cc(Cl)ccc2O)C1,0.025,active
CHEMBL324128,Cc1cc(C)cc(/C(S)=N/C[C@@]2(C)C[C@@H](O)CC(C)(C)C2)c1,0.5,active
CHEMBL326311,CC1(C)C[C@H](O)C[C@](C)(C/N=C(\S)c2cccc(C(F)(F)F)c2)C1,23.0,active
CHEMBL111962,CC1(C)C[C@H](O)C[C@](C)(C/N=C(\S)c2ccccc2O)C1,2.4,active
CHEMBL115096,Cc1ccc(/C(S)=N/C[C@@]2(C)C[C@H](O)CC(C)(C)C2)cc1,7.0,active
CHEMBL113735,Cc1ccccc1/C(S)=N/C[C@@]1(C)C[C@@H](O)CC(C)(C)C1,2.4,active
CHEMBL332929,Cc1ccccc1/C(S)=N/C[C@@]1(C)C[C@H](O)CC(C)(C)C1,0.14,active
CHEMBL325165,CC1(C)C[C@@H](O)C[C@](C)(CNC(=O)c2ccccc2O)C1,0.8,active
CHEMBL115038,Cc1ccc(/C(S)=N/C[C@@]2(C)C[C@H](O)CC(C)(C)C2)c(C)c1,0.45,active
CHEMBL411509,CC1(C)C[C@@H](O)C[C@](C)(CNC(=O)Nc2ccccc2Cl)C1,0.1,active
CHEMBL332920,CC1(C)C[C@H](O)C[C@](C)(CNC(=O)Nc2ccccc2Cl)C1,0.1,active
CHEMBL111901,Cc1ccc(O)c(C(=O)NC[C@@]2(C)C[C@@H](O)CC(C)(C)C2)c1,0.039,active
CHEMBL114995,Cc1ccc(C)c(/C(S)=N/C[C@@]2(C)C[C@H](O)CC(C)(C)C2)c1,0.08,active
CHEMBL112660,Cc1cccc(/C(S)=N/C[C@@]2(C)C[C@H](O)CC(C)(C)C2)c1,0.03,active
CHEMBL115338,CC1(C)C[C@@H](O)C[C@](C)(C/N=C(\S)c2cccc(C(F)(F)F)c2)C1,0.3,active
CHEMBL324055,CC1(C)C[C@@H](O)C[C@](C)(C/N=C(\S)c2ccccc2O)C1,2.4,active
CHEMBL414399,Cc1ccc(O)c(C(=O)NC[C@@]2(C)C[C@H](O)CC(C)(C)C2)c1,0.015,active
CHEMBL113749,CC1(C)C[C@H](O)C[C@](C)(C/N=C(\S)c2cccc(Cl)c2)C1,2.5,active
CHEMBL116385,CC1(C)C[C@H](O)C[C@](C)(C/N=C(\S)c2cc(Cl)ccc2O)C1,2.8,active
CHEMBL112689,CC1(C)C[C@@H](O)C[C@](C)(CNC(=O)c2cc(Cl)ccc2O)C1,0.15,active
CHEMBL333844,Cc1ccc(C)c(/C(S)=N/C[C@@]2(C)C[C@@H](O)CC(C)(C)C2)c1,1.5,active
CHEMBL291183,O=C1N(CCCCCCOc2ccc(Br)cc2)CCN1c1ccncc1,25000.0,inactive
CHEMBL84696,c1ccc(C(c2ccccc2)N2CCN(c3ncnc4c3cnn4-c3ccccc3)CC2)cc1,25000.0,inactive
CHEMBL198537,CCC(=O)N[C@H](c1nc(-c2nc(C(=O)OC)c(C)o2)cs1)C(C)C,258.68,active
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,3.73,active
CHEMBL200260,COC(=O)c1nc(-c2csc([C@@H](N)C(C)C)n2)oc1C,258.69,active
CHEMBL199261,COC(=O)c1coc([C@H](C)NC(=O)c2nc(-c3csc([C@@H](NC(=O)CC=C(C)C)C(C)C)n3)oc2C)n1,111.11,active
CHEMBL199228,COC(=O)c1coc([C@H](C)NC(=O)c2nc(-c3csc([C@@H](NC(=O)CC4=CCCCC4)C(C)C)n3)oc2C)n1,44.48,active
CHEMBL372186,COC(=O)c1coc([C@H](C)NC(=O)c2nc(-c3csc([C@@H](NC(=O)c4cccc(F)c4)C(C)C)n3)oc2C)n1,77.04,active
CHEMBL197067,COC(=O)c1coc([C@H](C)NC(=O)c2nc(-c3csc([C@@H](NC(=O)C4CCCCC4)C(C)C)n3)oc2C)n1,57.78,active
CHEMBL198738,CCC(=O)N[C@H](c1nc(-c2nc(C(=O)N[C@@H](C)c3nc(C(=O)OC)co3)c(C)o2)cs1)C(C)C,160.25,active
CHEMBL198799,Cc1oc(-c2csc([C@@H](NC(=O)CC3=CCCC3)C(C)C)n2)nc1C(=O)O,29.01,active
CHEMBL197424,COc1ccccc1C(=O)N[C@H](c1nc(-c2nc(C(=O)O)c(C)o2)cs1)C(C)C,29.01,active
CHEMBL199104,C/C=C(\C)C(=O)N[C@H](c1nc(-c2nc(C(=O)OC)c(C)o2)cs1)C(C)C,37.03,active
CHEMBL198804,COC(=O)c1nc(-c2csc([C@@H](NC(=O)CC3=CCCC3)C(C)C)n2)oc1C,64.15,active
CHEMBL372831,COC(=O)c1nc(-c2csc([C@@H](NC(=O)CC3=CCCCC3)C(C)C)n2)oc1C,68.71,active
CHEMBL381228,COC(=O)c1nc(-c2csc([C@@H](NC(=O)CCC=C(C)C)C(C)C)n2)oc1C,37.03,active
CHEMBL199173,C=CCCC(=O)N[C@H](c1nc(-c2nc(C(=O)OC)c(C)o2)cs1)C(C)C,258.69,active
CHEMBL198748,COC(=O)c1nc(-c2csc([C@@H](NC(=O)CC=C(C)C)C(C)C)n2)oc1C,192.45,active
CHEMBL370133,COC(=O)c1nc(-c2csc([C@@H](NC(=O)c3ccccc3OC)C(C)C)n2)oc1C,47.72,active
CHEMBL198676,COC(=O)c1nc(-c2csc([C@@H](NC(=O)c3cccc(F)c3)C(C)C)n2)oc1C,86.23,active
CHEMBL198725,COC(=O)c1nc(-c2csc([C@@H](NC(=O)C3CCCCC3)C(C)C)n2)oc1C,43.58,active
CHEMBL433996,COC(=O)c1nc(-c2csc([C@@H](NC(=O)C(C)(C)C)C(C)C)n2)oc1C,97.81,active
CHEMBL198538,COC(=O)c1nc(-c2csc([C@@H](NC(=O)C3CCC3)C(C)C)n2)oc1C,111.11,active
CHEMBL200663,CCOc1cc(C)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,1650.0,intermediate
CHEMBL200037,Cc1cc(Cl)nc(NC(=O)NC(=O)c2c(F)cccc2F)n1,20000.0,inactive
CHEMBL371661,COc1cc(Cl)nc(NC(=O)NC(=O)c2c(F)cccc2F)n1,15900.0,inactive
CHEMBL199983,COc1cc(OC)nc(NC(=O)NC(=O)c2c(F)cccc2F)n1,20000.0,inactive
CHEMBL200036,Cc1cc(C)nc(NC(=O)NC(=O)c2c(F)cccc2F)n1,20000.0,inactive
CHEMBL199989,CC(C)C(C(=O)NC(=O)NC(=O)NC(C)(C)C)c1ccc(Cl)cc1,15500.0,inactive
CHEMBL380338,CC(C)(C)NC(=O)NC(=O)NC(=O)c1c(F)cccc1F,14100.0,inactive
CHEMBL198185,CC(C)(C)NC(=O)NC(=O)NC(=O)c1ccccc1,20000.0,inactive
CHEMBL369949,COc1cc(OC)n2s/c(=N\C(=O)c3cccnc3)nc2n1,20000.0,inactive
CHEMBL197864,COc1cc(OC)n2s/c(=N\C(=O)c3cccnc3Cl)nc2n1,2410.0,intermediate
CHEMBL380549,COc1cc(Cl)nc2n/c(=N/C(=O)c3ccc(Cl)nc3)sn12,9320.0,intermediate
CHEMBL200086,CCOc1cc(OCC)n2s/c(=N\C(=O)c3ccc(Cl)nc3)nc2n1,90.0,active
CHEMBL199650,CCOc1cc(C)nc2n/c(=N/C(=O)c3ccc(-c4ccccc4Cl)o3)sn12,350.0,active
CHEMBL199427,CCOc1cc(OCC)n2s/c(=N\C(=O)c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)nc2n1,5250.0,intermediate
CHEMBL199404,Cc1cc(=O)nc2nc(NC(=O)c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)sn12,670.0,active
CHEMBL370161,COc1cc(OC)nc(NC(=S)NC(=O)c2cnc(Cl)c(Cl)c2)n1,18500.0,inactive
CHEMBL200035,COc1cc(OC)nc(NC(=S)NC(=O)c2cccnc2)n1,20000.0,inactive
CHEMBL200090,COc1cc(Cl)nc(NC(=S)NC(=O)c2cccnc2Cl)n1,2590.0,intermediate
CHEMBL382282,CCOc1cc(Cl)nc(NC(=S)NC(=O)c2cccnc2Cl)n1,20000.0,inactive
CHEMBL199854,CCOc1cc(OCC)nc(NC(=S)NC(=O)c2cccnc2Cl)n1,20000.0,inactive
CHEMBL202274,Cc1cc(C)nc(NC(=S)NC(=O)c2cccnc2Cl)n1,7190.0,intermediate
CHEMBL200124,Cc1cc(O)nc(NC(=S)NC(=O)c2ccc(Cl)nc2)n1,8580.0,intermediate
CHEMBL371265,CCOc1cc(OCC)nc(NC(=S)NC(=O)c2ccc(Cl)nc2)n1,20000.0,inactive
CHEMBL197813,COc1cc(Cl)nc(NC(=S)NC(=O)c2ccc(Cl)nc2)n1,20000.0,inactive
CHEMBL198130,COc1cc(C)nc(NC(=S)NC(=O)c2ccc(Cl)nc2)n1,20000.0,inactive
CHEMBL383574,COc1cc(Cl)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,1290.0,intermediate
CHEMBL199686,COc1cc(C)nc(NC(=S)NC(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)n1,1220.0,intermediate
CHEMBL197868,CC(C)(C)NC(=O)NC(=S)NC(=O)[C@@H]1[C@@H](C=C(Cl)Cl)C1(C)C,260.0,active
CHEMBL380775,CC(C)(C)NC(=O)NC(=S)NC(=O)[C@H]1[C@@H](/C=C(\Cl)C(F)(F)F)C1(C)C,510.0,active
CHEMBL200175,CC(C)[C@H](C(=O)NC(=S)NC(=O)NC(C)(C)C)c1ccc(Cl)cc1,1350.0,intermediate
CHEMBL198027,CC(C)(C)NC(=O)NC(=S)NC(=O)c1c(F)cccc1F,1430.0,intermediate
CHEMBL200754,CC(C)(C)NC(=O)NC(=S)NC(=O)COc1ccc(Cl)cc1Cl,1670.0,intermediate
CHEMBL372605,COC(=O)NC(=S)NC(=O)NC(C)(C)C,1830.0,intermediate
CHEMBL199628,CC(C)(C)NC(=O)NC(=S)NC(=O)c1ccccc1,1790.0,intermediate
CHEMBL199890,CC(C)(C)NC(=O)NC(=S)NC(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)o1,1300.0,intermediate
CHEMBL369955,CC(C)(C)NC(=O)NC(=S)NC(=O)c1ccc(-c2ccccc2Cl)o1,1420.0,intermediate
CHEMBL198028,Cc1cc(O)nc(NC(=S)NC(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)n1,360.0,active
CHEMBL200565,CCOc1cc(C)nc(NC(=S)NC(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)n1,11300.0,inactive
CHEMBL370988,CCOc1cc(OCC)nc(NC(=S)NC(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)n1,20000.0,inactive
CHEMBL382069,COc1cc(OC)nc(NC(=S)NC(=O)c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)n1,20000.0,inactive
CHEMBL199375,COc1cc(C)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,20000.0,inactive
CHEMBL199822,CCOc1cc(Cl)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,20000.0,inactive
CHEMBL370590,O=C(NC(=S)Nc1nc(Cl)cc(Cl)n1)c1ccc(-c2ccccc2Cl)o1,14500.0,inactive
CHEMBL199481,COc1cc(OC)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,1770.0,intermediate
CHEMBL372394,Cc1cc(O)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,320.0,active
CHEMBL372738,CCOc1cc(OCC)nc(NC(=S)NC(=O)c2ccc(-c3ccccc3Cl)o2)n1,80.0,active
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,41250.0,inactive
CHEMBL229029,O=C(O[C@@H]1Cc2ccccc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,11920.0,inactive
CHEMBL660,NC12CC3CC(CC(C3)C1)C2,15.0,active
CHEMBL236092,CCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,315.0,active
CHEMBL236092,CCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,2490.0,intermediate
CHEMBL236092,CCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,18900.0,inactive
CHEMBL236092,CCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,1060.0,intermediate
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,5850.0,intermediate
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,75.0,active
CHEMBL266587,CCCCCCCCCCCCCCCCCCOCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,226.0,active
CHEMBL140893,CCCCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,301.0,active
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,5040.0,intermediate
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,469.0,active
CHEMBL266587,CCCCCCCCCCCCCCCCCCOCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,2940.0,intermediate
CHEMBL140893,CCCCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,3010.0,intermediate
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,176000.0,inactive
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,16700.0,inactive
CHEMBL266587,CCCCCCCCCCCCCCCCCCOCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,26800.0,inactive
CHEMBL140893,CCCCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,18100.0,inactive
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,7010.0,intermediate
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,385.0,active
CHEMBL266587,CCCCCCCCCCCCCCCCCCOCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,5890.0,intermediate
CHEMBL140893,CCCCCCCCCCCCCCCCOCCCOC(=O)C1=C[C@H](NC(=N)N)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1,3060.0,intermediate
CHEMBL438358,Cc1ncc(Sc2nccn2C)c(-c2ccccc2O)n1,258690.0,inactive
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,2060.0,intermediate
CHEMBL256197,Cn1ccnc1Sc1cnc(C(C)(C)C)nc1-c1cc(Cl)ccc1O,48740.0,inactive
CHEMBL255191,Cn1ccnc1Sc1cnc(C(C)(C)C)nc1-c1ccccc1O,21560.0,inactive
CHEMBL463372,C/C(C=O)=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,3.0,active
CHEMBL465617,NC12CC3CC(CC(C3)C1)C2.O=S(=O)(O)O,15.0,active
CHEMBL463973,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.78,active
CHEMBL516315,C[C@H](CCC1OC1(C)CO)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,2.6,active
CHEMBL474659,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,100.0,active
CHEMBL508039,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,500.0,active
CHEMBL474596,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)oc2cc(O)cc(O)c12,500.0,active
CHEMBL455758,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,200.0,active
CHEMBL250450,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,500.0,active
CHEMBL446574,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,100.0,active
CHEMBL447471,O=c1c(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,100.0,active
CHEMBL233930,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,24.5,active
CHEMBL503913,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,500.0,active
CHEMBL453290,O=c1c(O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,300.0,active
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,62.5,active
CHEMBL498441,O=C(Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)CC2)c1cc(O)c(O)c(O)c1,15.7,active
CHEMBL452635,O=C(Oc1ccccc1)Oc1c(O)cc(C2CCc3c(O)cc(OC(=O)c4cc(O)c(O)c(O)c4)cc3O2)cc1O,30.0,active
CHEMBL184,Nc1nc(O)c2ncn(COCCO)c2n1,15.7,active
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,4740.0,intermediate
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,25620.0,inactive
CHEMBL674,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,150.0,active
CHEMBL466981,O=C1/C(=C\c2ccc(O)cc2)Oc2cc(O)cc(O)c21,740740.0,inactive
CHEMBL502446,O=C1/C(=C\c2ccc(O)cc2)Oc2cc(O)ccc21,15710.0,inactive
CHEMBL490355,O=C1/C(=C/c2ccc(O)c(O)c2)Oc2cc(O)ccc21,9150.0,intermediate
CHEMBL8145,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,787000.0,inactive
CHEMBL233929,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12,1116000.0,inactive
CHEMBL293776,COc1c(O)cc2oc(-c3ccc(O)cc3)cc(=O)c2c1O,24700.0,inactive
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,6820.0,intermediate
CHEMBL221722,NC(=O)c1nc(F)cnc1O,160.0,active
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,7700.0,intermediate
CHEMBL674,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,3.9,active
CHEMBL1229,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,2500.0,intermediate
CHEMBL660,NC12CC3CC(CC(C3)C1)C2,50000.0,inactive
CHEMBL139367,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,200.0,active
CHEMBL474696,CCC(CC)C(NC(C)=O)C1CC(C(=O)O)CC1NC(=N)N,640.0,active
CHEMBL504874,CCCC(CCC)C(NC(C)=O)C1CC(C(=O)O)CC1NC(=N)N,720.0,active
CHEMBL559846,CC(=O)O[C@H]1C[C@@H]2O[C@@]2(C)C[C@@H]2OC(=O)[C@H](C)[C@H]2[C@H]2C=C1C(=O)O2,186000.0,inactive
CHEMBL564182,C[C@H]1C(=O)O[C@H]2C[C@]3(C)O[C@H]3CCC3=C[C@@H](OC3=O)[C@@H]21,359700.0,inactive
CHEMBL554278,C[C@H]1C(=O)O[C@H]2C[C@]3(C)O[C@H]3[C@@H]3O[C@@H]3C3=C[C@@H](OC3=O)[C@@H]21,142800.0,inactive
CHEMBL562303,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2OS(=O)(=O)[O-])cc1.[K+],79000.0,inactive
CHEMBL554063,COc1ccc(-c2oc3cc(OC)c(OC)c(O)c3c(=O)c2O)cc1,166600.0,inactive
CHEMBL537954,COc1ccc([C@@H]2CC(=O)c3c(OC)cc(O)cc3O2)cc1,308500.0,inactive
CHEMBL463973,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,202300.0,inactive
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,42600.0,inactive
CHEMBL539720,CCCCCCCCCCCCCCCCCC(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](C)C(N)=O)C(C)C)C(C)C,10000.0,inactive
CHEMBL558936,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(N)=O)C(C)C)[C@@H](C)O)C(C)C)C(C)C,68000.0,inactive
CHEMBL555365,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(N)=O)C(C)C)C(C)C,17000.0,inactive
