molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL437454,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OCCNC(=O)CCC(N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)CN[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@H](O)CO,active,1798.8500000000013,-17.297029999999893,30.0,31.0,9.943095148663527
CHEMBL437454,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](OCCNC(=O)CCC(N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)CN[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(N)=O)[C@H](O)CO,active,1798.8500000000013,-17.297029999999893,30.0,31.0,13.18045606445813
CHEMBL345674,CCC(CC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,298.33900000000006,0.191000000000001,3.0,5.0,8.698970004336019
CHEMBL436422,CCC(CC)C(O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,300.355,-0.01719999999999916,4.0,5.0,7.4089353929735005
CHEMBL2107375,Cl.N=C(N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,active,279.684,-2.40453,5.0,8.0,7.318758762624412
CHEMBL674,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,active,284.356,0.8069000000000008,3.0,4.0,8.698970004336019
CHEMBL3143953,C/N=C(/N)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1.Cl,active,293.71099999999996,-2.353499999999999,4.0,8.0,7.200659450546418
CHEMBL156342,CCC(CC)O[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,286.32800000000003,0.3484000000000008,3.0,5.0,6.113509274827518
CHEMBL317645,CCN(CC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,active,299.32700000000006,-0.9458999999999982,3.0,5.0,8.522878745280337
CHEMBL222813,CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,active,332.31300000000005,-3.5758299999999976,8.0,7.0,8.301029995663981
